"Record ID","Nome da empresa","Proprietário da empresa","Data de criação","Número de telefone","Data da última atividade","Cidade","País/Região","Setor","Valor da venda recente","Valor total dos negócios abertos"
"7782746777","GBMX","","2022-01-29 19:27","","","Hortolândia","Brazil","","",""
"7782746776","LOJAS LEADER","","2022-01-29 19:27","","","Rio De Janeiro","Brazil","","",""
"7782917507","Vulcabras Azaleia","","2022-01-29 19:27","55 51 3543 1000","2022-07-14 17:45","Parobé","Brazil","Bens de consumo","",""
"7782933888","Schindler Holding","","2022-01-29 19:27","55 11 2020 5100","","São Paulo","Brazil","","",""
"7782757691","Sandvik","","2022-01-29 19:27","","","Stockholm","","","",""
"7771443055","Jussara Laticineos","Leonardo Marinzek","2022-01-27 15:20","","2023-03-24 10:16","Patrocínio Paulista","Brazil","","",""
"7752995859","Taboca","","2022-01-26 16:17","55 92 3656 6190","","Manaus","Brazil","Mineração e metais","",""
"7752783223","Cresol","Leonardo Marinzek","2022-01-26 16:17","","","","Brazil","","",""
"7752795003","Alubar","","2022-01-26 16:17","55 91 3322 7100","","Barcarena","Brazil","Fabricação elétrica/eletrônica","",""
"7752783222","Unilider Distribuidora S/A","","2022-01-26 16:17","","2022-03-25 10:50","Serra","Brazil","Bens de consumo","",""
"7752888996","Alfa Transportes","","2022-01-26 16:17","","","Caçador","Brazil","","",""
"7753007280","IC Transportes","Israel Tischler","2022-01-26 16:17","","2022-03-07 08:51","São Paulo","Brazil","","",""
"7752695737","Grupo Soul","","2022-01-26 15:39","","2022-02-02 15:00","","Brazil","","",""
"7736796217","Metalfrio","Valéria Silva","2022-01-25 12:21"," +55 1 126279000","","Sao Paulo","Brazil","","",""
"7736707181","DENSO","","2022-01-25 12:21"," +81 566255511","","Kariya-Shi","Japan","Automotivo","",""
"7736788057","IRANI PAPEL E EMBALAGEM S.A.","","2022-01-25 12:21","","","Porto Alegre","Brazil","Papel e produtos florestais","",""
"7736711075","MULTILOG","","2022-01-25 12:21","55 47 3341 5000","","Itajaí","Brazil","","",""
"7736711074","Midea Carrier","","2022-01-25 12:21","","2022-07-15 11:05","São Paulo","Brazil","Fabricação elétrica/eletrônica","",""
"7716412021","UNICAMPO","","2022-01-21 13:43","","2022-04-05 19:03","Maringá","Brazil","Agricultura","","269234.28"
"7716421137","Construtora Barbosa Mello S.A.","","2022-01-21 13:43","55 31 3490 3600","","Belo Horizonte","Brazil","","",""
"7716393649","Neodent S.A.","","2022-01-21 13:43","55 41 2169 4049","","Curitiba","Brazil","Dispositivos médicos","",""
"7709952066","Prati-Donaduzzi","","2022-01-20 13:16"," +55 45 2103-1166","","Toledo","Brazil","Farmacêutica","",""
"7701691692","EcoRodovias","Valéria Silva","2022-01-19 13:42"," +55 1 137872667","","Sao Paulo","Brazil","","",""
"7701727275","Ouro Verde","","2022-01-19 13:42","","","Curitiba","Brazil","","",""
"7701334617","Mercantil do Brasil","","2022-01-19 13:42","","","Belo Horizonte","Brazil","Bancário","",""
"7691113053","Sulamericaseguros","","2022-01-18 11:14"," +55 71 3491-8023","","Rio De Janeiro","Brazil","Seguro","",""
"7691161779","Hermes Pardini","","2022-01-18 11:14","","","Belo Horizonte","Brazil","Saúde, bem-estar e fitness","",""
"7691127297","Rossi Residencial","","2022-01-18 11:14","","","São Paulo","Brazil","Construção","",""
"7691158897","Jadlog","","2022-01-18 11:14","","","São Paulo","Brazil","Transporte/caminhões/ferrovias","",""
"7691127225","PROGEN Projetos","","2022-01-18 11:14"," +55 11 3352-8000","2023-02-23 10:11","São Paulo","Brazil","Engenharia civil","",""
"7691190118","MCassab","","2022-01-18 11:14"," +55 11 2162-7788","","Sao Paulo","Brazil","","",""
"7685774682","Fractal Tecnologia ","","2022-01-17 14:17","","2022-05-09 16:35","","Brazil","","",""
"7685632945","Raízen","","2022-01-17 14:08","","2022-01-18 17:44","São Paulo","Brazil","Petróleo e energia","",""
"7685639974","Grupo Nutri Import","","2022-01-17 13:57","","","","Brazil","","",""
"7672762118","BB Seguros","","2022-01-14 09:28","","2022-08-02 11:11","","Brazil","","",""
"7667514019","Epson","","2022-01-13 14:49","","","Suwa","","Hardware de computador","",""
"7667290520","Grupo Sobrancelhas Design","Camila Tribst (Deactivated User)","2022-01-13 13:37","","2022-03-04 18:11","","Brazil","","",""
"7667258730","Grupo Confidence/Travelex","","2022-01-13 13:37","3132640079","","Belo Horizonte","Brazil","Serviços financeiros","",""
"7666645142","Cellera Farma","","2022-01-13 13:37","","","São Paulo","Brazil","","",""
"7667283277","Flash Courier","","2022-01-13 13:37","","","São Paulo","Brazil","Logística e cadeia de suprimento","",""
"7667202986","Riosulense S.A.","","2022-01-13 13:37","","","Rio Do Sul","Brazil","Automotivo","",""
"7667147176","Kothe S/A","","2022-01-13 13:37","","","Araguaína","Brazil","","",""
"7667099022","Eldorado Brasil","","2022-01-13 13:37"," +55 11 2505-0200","","São Paulo","Brazil","Papel e produtos florestais","",""
"7667243686","Teuto","Israel Tischler","2022-01-13 13:37"," +55 62 3310-2039","2022-09-29 19:37","Anápolis","Brazil","Farmacêutica","",""
"7667235889","Braspress","","2022-01-13 13:37","","","","Brazil","Transporte/caminhões/ferrovias","",""
"7667099021","mundoverdebrasil.com.br","","2022-01-13 13:37","","","","","","",""
"7667202985","Granol Industria Comércio e Exportação S/A","","2022-01-13 13:37","55 11 2162 4400","2022-05-11 10:30","São Paulo","Brazil","Produção de alimentos","",""
"7667273344","Rocha","Israel Tischler","2022-01-13 13:37","55 41 3420 2300","2022-05-24 15:25","Paranagua","Brazil","","",""
"7667218809","Reunidas S.A.","","2022-01-13 13:37","55 49 3561 5500","2022-03-10 14:41","Cacador","Brazil","Transporte/caminhões/ferrovias","",""
"7667174520","Viveo","Israel Tischler","2022-01-13 13:37","","","","Brazil","","",""
"7667152239","Blu Logistics Brasil","Israel Tischler","2022-01-13 13:37","","2022-02-26 14:00","Bogotá","Colombia","","",""
"7667260826","3 Tentos","","2022-01-13 13:37"," +555533723700","2022-05-26 15:10","Santa Bárbara Do Sul","Brazil","","",""
"7667283275","Ativa Logística","","2022-01-13 13:37","","","São Paulo","Brazil","Transporte/caminhões/ferrovias","",""
"7667283274","Santa Clara","","2022-01-13 13:37"," +55 54 3461 8300","","Carlos Barbosa","Brazil","Alimentos e bebidas","",""
"7667260827","Rumo","Israel Tischler","2022-01-13 13:37"," +55 41 99910-7641","2022-11-29 15:28","Curitiba","Brazil","","",""
"7667202984","Jalles Machado","","2022-01-13 13:37","","","São Pedro","Cape Verde","","",""
"7667194973","Profarma Specialty","","2022-01-13 13:37","","2022-01-28 15:26","São Paulo","Brazil","","",""
"7666645141","Racco","Lucas Galante","2022-01-13 13:37","","","Belo Horizonte","Brazil","Cosméticos","",""
"7667210593","Bracell","Leonardo Marinzek","2022-01-13 13:37","","","Central","Brazil","","",""
"7667260824","TPC","Israel Tischler","2022-01-13 13:37"," +55 71 2108-9780","2022-02-02 18:55","Salvador","Brazil","Logística e cadeia de suprimento","",""
"7667228421","Catarinense Pharma","","2022-01-13 13:37"," +554734519000","2022-08-23 10:17","Joinville","Brazil","","",""
"7667273343","Band-Deicmar","","2022-01-13 13:37","","","","","","",""
"7667271071","Cmpcrs","","2022-01-13 13:37","","","","Brazil","","",""
"7667296281","Poli-Nutri","","2022-01-13 13:37"," +55 11 2101-0201","","Osasco","Brazil","","",""
"7666684446","CerradinhoBio","","2022-01-13 13:37","55 11 2505 5900","","São Paulo","Brazil","","",""
"7639679105","On Running","","2022-01-10 15:05","","2022-01-10 15:06","Zürich","","Artigos esportivos","",""
"7616856955","Broto","Ane Araujo (Deactivated User)","2022-01-06 17:44"," +1 508-487-6424","2022-08-02 11:11","Provincetown","United States","","",""
"7600207400","Evobrindes","","2022-01-06 09:08","","","","","","",""
"7597074712","Maximus Mens","","2022-01-05 17:42","","2022-01-06 11:31","","Brazil","","",""
